# ----------------------------------------
# Páginas e telas: Caminho da página e classe da tela
# Conta: CRP SP
# Propriedade: Site - GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20241006
# Data de término: 20251006
Caminho da página e classe da tela,Visualizações,Usuários ativos,Visualizações por usuário ativo,Tempo médio de engajamento por usuário ativo,Contagem de eventos,Eventos principais,Receita total
/impresso/view/217/subjetividade-do-consumo-de-alcool-e-outras-drogas-e-as-politicas-publicas-brasileiras,2,2,1,49.5,4,0,0
/impresso/view/226,2,2,1,3,5,0,0
/impresso/view/228,2,2,1,2,5,0,0
/impresso/view/23,2,2,1,4,5,0,0
/impresso/view/231/contribuicao-da-psicologia-para-o-fim-da-publicidade-dirigida-a-crianca,2,1,2,5,4,0,0
/impresso/view/234,2,2,1,2,7,0,0
/impresso/view/235/folder-contra-a-internacao-compulsoria-frente,2,2,1,4.5,4,0,0
/impresso/view/239,2,2,1,0,2,0,0
/impresso/view/24,2,2,1,4,4,0,0
/impresso/view/243,2,2,1,9,4,0,0
/impresso/view/246/psicologia-e-povos-indigenas-2,2,1,2,3,4,0,0
/impresso/view/247,2,2,1,13,5,0,0
/impresso/view/248,2,2,1,0,6,0,0
/impresso/view/25,2,2,1,5,4,0,0
/impresso/view/27,2,2,1,3,4,0,0
/impresso/view/274,2,2,1,10,5,0,0
/impresso/view/277,2,2,1,10.5,4,0,0
/impresso/view/28/numero-26,2,2,1,2.5,5,0,0
/impresso/view/280,2,2,1,18.5,4,0,0
/impresso/view/283,2,2,1,7,3,0,0
/impresso/view/284,2,1,2,12,4,0,0
/impresso/view/289,2,2,1,28,4,0,0
/impresso/view/291,2,2,1,11.5,4,0,0
/impresso/view/294,2,1,2,5,4,0,0
/impresso/view/304,2,2,1,8.5,4,0,0
/impresso/view/309,2,2,1,2,5,0,0
/impresso/view/320,2,2,1,16.5,4,0,0
/impresso/view/321,2,2,1,24.5,4,0,0
/impresso/view/323,2,2,1,13.5,4,0,0
/impresso/view/335,2,2,1,4.5,4,0,0
/impresso/view/338,2,2,1,6.5,4,0,0
/impresso/view/34,2,2,1,6.5,4,0,0
/impresso/view/345,2,2,1,9,3,0,0
/impresso/view/355,2,2,1,8,3,0,0
/impresso/view/365,2,2,1,9,4,0,0
/impresso/view/367,2,2,1,46.5,4,0,0
/impresso/view/4,2,2,1,3.5,4,0,0
/impresso/view/400,2,2,1,1.5,3,0,0
/impresso/view/408/a-psicologia-na-saude-suplementar-aspectos-regulatorios,2,1,2,7,3,0,0
/impresso/view/415/manual-do-crp-06-1996,2,2,1,3.5,4,0,0
/impresso/view/446/vol-25-psicologia-laicidade-do-estado-e-o-enfrentamento-a-intolerancia-religiosa-2,2,1,2,13,4,0,0
/impresso/view/45/vol-3-a-psicologia-promovendo-o-eca-reflexoes-sobre-o-sistema-de-garantia-de-direitos-da-crianca-e-do-adolescente,2,2,1,65.5,7,0,0
/impresso/view/468/vol-36---psicologia-demandas-escolares-e-intersetorialidade-os-caminhos-do-diagnostico-de-criancas-e-adolescentes,2,2,1,20,4,0,0
/impresso/view/478/vol-38-cristalizacao-patologizacao-e-criminalizacao-da-vida-no-sistema-de-justica-alienacao-parental-e-a-atuacao-dao-psicologao,2,2,1,0,4,0,0
/impresso/view/480),2,1,2,11,6,0,0
/impresso/view/483/numero-197,2,1,2,15,4,0,0
/impresso/view/496,2,2,1,5.5,4,0,0
/impresso/view/499/referencias-tecnicas-para-atuacao-de-psicologasos-no-,2,2,1,3.5,7,0,0
/impresso/view/5,2,2,1,1.5,3,0,0
/impresso/view/508.,2,1,2,4,4,0,0
/impresso/view/516/orientacao-a-empresas-que-contratam-estudantes-de-psicologia-para-atuar-na-area-organizacional-ou-nos-recursos-humanos,2,1,2,12,4,0,0
/impresso/view/526/ao-psicologao-a-midia-e-a-etica-profissional-2,2,2,1,15.5,4,0,0
/impresso/view/54/vol-12-politicas-de-saude-mental-e-juventude-nas-fronteiras-psi-juridicas,2,2,1,9.5,4,0,0
/impresso/view/554/referencias-tecnicas-para-atuacao-de-psicologasos-em-medidas-socioeducativas-edicao-revisada,2,2,1,6.5,4,0,0
/impresso/view/56);,2,3,0.6666666666666666,2,6,0,0
/impresso/view/57/vol-15-centros-de-convivencia-e-cooperativa,2,2,1,11,4,0,0
/impresso/view/7,2,2,1,8,4,0,0
/impresso/view/8,2,2,1,3,4,0,0
/impresso/view/82/caderno-de-debates-visitas-institucionais-a-fundacao-casa-sao-paulo,2,2,1,0,4,0,0
/impresso/view/83/relatorio-de-inspecao-da-campanha-estadual-de-direitos-humanos-do-crp-sp,2,2,1,8,4,0,0
/impresso/view/9,2,2,1,3.5,4,0,0
/impresso/view/91),2,1,2,5,6,0,0
/impresso/view/91/a-gente-tem-a-ver-com-isto,2,2,1,1.5,5,0,0
/noticia/impresso/view/473,2,2,1,1.5,4,0,0
/noticia/uploads/impresso/2493/uPeYNEH4PE4ZixoO-0riLTCGdaM3ZAkF.pdf,2,1,2,3,4,0,0
/noticia/uploads/impresso/89/ix-PY27-0PBlELJ3QsiCZn8NRZ_HW_lK.pdf,2,1,2,4,4,0,0
/pagina/uploads/impresso/78940/tbsQYzN4ChQ0WnFUUPVFVHRXzbD557ZQ.pdf,2,1,2,9,4,0,0
/pagina/uploads/impresso/79/f9bmzdujmbDYzizZEOnFi8LV69oOLmSM.pdf,2,1,2,21,4,0,0
/uploads/impresso/106(o)6owj_x1fCiNMXXct4t4YpA8x1VoNxdf.pdf,2,2,1,1.5,6,0,0
/uploads/impresso/110/RLAgHX8E6bm0fVjb2gpqCkreIBkTy0W.pdf,2,2,1,49,8,0,0
/uploads/impresso/110/RLAg_HX8E6bm0fVjb2gpqCkreIBkTy0W.pdf.,2,1,2,4,7,0,0
/uploads/impresso/110/RLAg_HX8E6bm0fVjb2gpqCkrelBkTy0W.pdf,2,1,2,9,5,0,0
/uploads/impresso/110/RLAg_HX8E6bmOfVjb2gpqCkrelBkTyOW.pdf,2,2,1,7.5,5,0,0
/uploads/impresso/200/1CW3b-JDiX43TuE9Fjn-KOS6cvUMeLUE.pdf,2,2,1,21.5,5,0,0
/uploads/impresso/2493/uPeYNEH4PE4ZixoO-0riLTCGdaM3ZAkF.pdf),2,2,1,11.5,5,0,0
/uploads/impresso/2666/KAJRgcfXyaQ2VlgYHx8v0FpRFWgXY88.pdf,2,1,2,4,6,0,0
/uploads/impresso/2710/mwbBZXbg31BHwx9sBwYKKMnLdeUt_YYQ.pdf),2,2,1,0.5,5,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr. pdf. Acesso em: 30 jan. 2025,2,1,2,18,5,0,0
/uploads/impresso/2712/MlJFdlJsWn,2,2,1,7.5,7,0,0
/uploads/impresso/2740/gI1ISttfLiwzS63F0pVcQHM fmcq-V6bU.pdf.,2,1,2,11,6,0,0
/uploads/impresso/280890/OhvhHBXoPNPvCnn9Er N25PtXVu3oK7Zh.pdf,2,1,2,13,6,0,0
/uploads/impresso/282379/jCvM_nE3mXC7hH4NjF80XMOVZZ96BOAK.pdf.,2,1,2,303,6,0,0
/uploads/impresso/352754/c7xVtGVmtKO4DZFoKsKo1PLpUzHVBQW.pdf,2,1,2,34,5,0,0
/uploads/impresso/352758/www.crpsp.org,2,1,2,38,4,0,0
/uploads/impresso/352762/fvVDBvufw8oUAaxtcG01P6h6fPmWSTE.pdf,2,1,2,8,5,0,0
/uploads/impresso/352778/www.crpsp.org,2,2,1,0.5,3,0,0
/uploads/impresso/355572/RUMwFbFXWW9LTNBCrNY8ov,2,1,2,3,5,0,0
/uploads/impresso/3759/orrMnaWSvGNIQFBAnh79heed,2,1,2,24,6,0,0
/uploads/impresso/490/cf_iGj3RKR0UNJjMYWLd1WjF45l_QAYF,2,2,1,1,7,0,0
/uploads/impresso/748/2HyRNFjSfLDpYgvXYhH-iNSIUgnPjJ_p.pdf.,2,1,2,0,3,0,0
/uploads/impresso/78676/-Kt7nGHPu4_1L0YXCqnz9hhwMYEWn-.pdf,2,0,0,0,4,0,0
/uploads/impresso/78790/dwn2O7Ubog1HxmTokoq17_ppjz3vBK_L.pd,2,1,2,4,6,0,0
/uploads/impresso/804/NTnKKon8Lq39i-kHffzbxx- ExyyfNNk5.pdf Acesso em: 07 set. 2024,2,2,1,2.5,5,0,0
/uploads/impresso/804/NTnKKon8Lq39i-kHffzbxx- ExyyfNNk5.pdf Acesso em: 07 set. 2024.,2,2,1,6,8,0,0
/uploads/impresso/804/NTnKKon8Lq39i-kHffzbxx-ExyyfNNk5.pdf Acesso em: 07 set. 2024.,2,2,1,1,4,0,0
/uploads/impresso/834/RiQoL-yCaSQ2uy7NtSvObMlhxnrs-aqn.pdf Acesso em: 07 set. 2024.,2,1,2,31,6,0,0
/www.crpsp.org/uploads/impresso/99/AabX4kwGXX0zM4eJUL-zyRZlcCNCcnmX.pdf,2,1,2,10,4,0,0
/ uploads/impresso/470/y4y7BD-ikEqrrkD47o5cVRSWlWAjz9TK.pdf,1,1,1,2,2,0,0
/impresso/450,1,1,1,14,4,0,0
/impresso/450/,1,1,1,82,2,0,0
/impresso/categoria8,1,1,1,4,2,0,0
/impresso/index Modelos de Declaraçao,1,1,1,6,2,0,0
/impresso/materia/10,1,1,1,0,3,0,0
/impresso/materia/10/manual-de-orientacoes-2014,1,1,1,48,4,0,0
/impresso/materia/16/manual-do-conselho-regional-de-psicologia-sp2013,1,1,1,2,3,0,0
/impresso/materia/17,1,1,1,0,3,0,0
/impresso/materia/19,1,1,1,0,3,0,0
/impresso/materia/2/a-verdade-e-revolucionaria,1,1,1,0,3,0,0
/impresso/materia/20,1,1,1,0,3,0,0
/impresso/materia/26,1,1,1,0,3,0,0
/impresso/materia/32/atuacao-profissional-em-qualquer-area-da-psicologia-exige-inscricao-ativa-no-crp,1,1,1,15,4,0,0
/impresso/materia/34,1,1,1,0,3,0,0
/impresso/materia/35/guarda-e-envio-de-documentos-por-computador,1,1,1,0,3,0,0
/impresso/materia/47,1,1,1,0,3,0,0
/impresso/materia/5/a-psicologia-na-saude-suplementar-aspectos-regulatorios,1,1,1,0,3,0,0
/impresso/materia/50/numero-196-2,1,1,1,0,3,0,0
/impresso/materia/51,1,1,1,0,3,0,0
/impresso/materia/54,1,1,1,0,3,0,0
/impresso/materia/57,1,1,1,0,3,0,0
/impresso/materia/6/a-psicologia-na-saude-suplementar-aspectos-regulatorios,1,1,1,19,2,0,0
/impresso/view,1,1,1,0,3,0,0
/impresso/view/,1,1,1,126,2,0,0
/impresso/view/10,1,1,1,0,3,0,0
/impresso/view/10/numero-9,1,1,1,0,3,0,0
/impresso/view/121/referencias-tecnicas-para-a-atuacao-de-psicologos-no-ambito-das-medidas-socioeducativas-em-unidades-de-internacao,1,1,1,6,2,0,0
/impresso/view/128/referencias-tecnicas-para-atuacao-dasos-psicologasos-em-questoes-relativas-a-terra,1,1,1,2,2,0,0
/impresso/view/13/numero-11,1,1,1,0,3,0,0
/impresso/view/133,1,1,1,4,2,0,0
/impresso/view/133/uma-profissao-chamada-psicologia-fora-de-catalogo,1,1,1,5,2,0,0
/impresso/view/135/a-crianca-e-sua-convencao-no-brasil-fora-de-catalogo,1,1,1,14,2,0,0
/impresso/view/136/educacao-especial-em-debate-fora-de-catalogo,1,1,1,30,2,0,0
/impresso/view/137/cadernos-crp-06-fora-de-catalogo,1,1,1,6,2,0,0
/impresso/view/14,1,1,1,0,3,0,0
/impresso/view/14/numero-12,1,1,1,7,2,0,0
/impresso/view/142,1,1,1,0,3,0,0
/impresso/view/146,1,1,1,16,2,0,0
/impresso/view/146/relatorio-de-gestao-xiii-plenario-crp-sp-25092010-a-26092013,1,1,1,1,2,0,0
/impresso/view/15,1,1,1,18,2,0,0
/impresso/view/150.,1,1,1,34,4,0,0
/impresso/view/151/Y2FydGlsaG,1,1,1,0,3,0,0
/impresso/view/16,1,1,1,0,3,0,0
/impresso/view/167,1,1,1,1,4,0,0
/impresso/view/168,1,1,1,9,2,0,0
/impresso/view/168/decreto-de-26-de-setembro-de-2005,1,1,1,2,2,0,0
/impresso/view/173,1,1,1,0,3,0,0
/impresso/view/173/apostila-sobre-implantacao-e-operacionalizacao-de-comdec,1,1,1,6,4,0,0
/impresso/view/175,1,1,1,0,3,0,0
/impresso/view/177,1,1,1,0,3,0,0
/impresso/view/180/manual-de-formacao-de-nudecs,1,1,1,852,2,0,0
/impresso/view/182/prevencao-de-riscos-de-deslizamentos-em-encostas-guia-para-elaboracao-de-politicas-municipais,1,1,1,5,4,0,0
/impresso/view/184,1,1,1,0,3,0,0
/impresso/view/185,1,1,1,0,3,0,0
/impresso/view/186,1,1,1,0,3,0,0
/impresso/view/188,1,1,1,0,3,0,0
/impresso/view/190,1,1,1,15,2,0,0
/impresso/view/192/nota-tecnica-sobre-a-suspensao-da-resolucao-cfp-0122011-atuacao-dao-psicologao-no-ambito-do-sistema-prisional,1,1,1,19,2,0,0
/impresso/view/198,1,1,1,6,2,0,0
/impresso/view/200,1,1,1,2,2,0,0
/impresso/view/201/justica-juvenil-a-visao-da-anced-sobre-seus-conceitos-e-praticas-em-uma-perspectiva-dos-direitos-humanos,1,1,1,2,3,0,0
/impresso/view/202,1,1,1,2,2,0,0
/impresso/view/204,1,1,1,2,2,0,0
/impresso/view/206,1,1,1,9,2,0,0
/impresso/view/207/falando-serio-sobre-a-escuta-de-criancas-e-adolescentes-envolvidos-em-situacao-de-violencia-e-a-rede-de-protecao-propostas-do-conselho-federal-de-psicologia,1,1,1,20,2,0,0
/impresso/view/209,1,1,1,25,2,0,0
/impresso/view/214,1,1,1,7,2,0,0
/impresso/view/215/plano-nacional-de-promocao-protecao-e-defesa-do-direito-de-criancas-e-adolescentes-a-convivencia-familiar-e-comunitaria,1,1,1,0,3,0,0
/impresso/view/216/manifesto-para-a-iv-conferencia-nacional-de-saude-mental-para-alem-da-tutela-psi-juridica-da-adolescencia-a-luta-antimanicomial-e-a-medicalizacao-da-infancia,1,1,1,43,2,0,0
/impresso/view/218/caminhos-para-uma-politica-de-saude-mental-infanto-juvenil,1,1,1,22,4,0,0
/impresso/view/219/marco-legal-saude-um-direito-de-adolescentes,1,1,1,4,2,0,0
/impresso/view/22,1,1,1,8,2,0,0
/impresso/view/224/norma-operacional-basica-de-recursos-humanos-do-suas-nob-rhsuas,1,1,1,1,2,0,0
/impresso/view/227/contribuicoes-da-psicologia-para-a-conae,1,1,1,5,2,0,0
/impresso/view/228/seminario-nacional-do-ano-da-educacao-psicologia-profissao-na-construcao-da-educacao-para-todos,1,1,1,9,2,0,0
/impresso/view/23/numero-21,1,1,1,0,3,0,0
/impresso/view/230/manifesto-pelo-fim-da-publicidade-e-da-comunicacao-mercadologica-dirigida-ao-publico-infantil,1,1,1,193,2,0,0
/impresso/view/233,1,1,1,2,2,0,0
/impresso/view/236/folder-contra-a-internacao-compulsoria-verso,1,1,1,0,1,0,0
/impresso/view/237,1,1,1,9,2,0,0
/impresso/view/238,1,1,1,5,2,0,0
/impresso/view/240,1,1,1,7,2,0,0
/impresso/view/241/direitos-humanos-um-retrato-das-unidades-de-internacao-de-adolescentes-em-conflito-com-a-lei,1,1,1,13,2,0,0
/impresso/view/242,1,1,1,2,2,0,0
/impresso/view/243/drogas-direitos-humanos-e-laco-social,1,1,1,4,2,0,0
/impresso/view/248/v-seminario-nacional-psicologia-e-politicas-publicas-subjetividade-cidadania-e-politicas-publicas,1,1,1,19,2,0,0
/impresso/view/253,1,1,1,0,1,0,0
/impresso/view/254,1,1,1,1087,2,0,0
/impresso/view/256,1,1,1,0,1,0,0
/impresso/view/262,1,1,1,10,2,0,0
/impresso/view/266,1,1,1,5,2,0,0
/impresso/view/268,1,1,1,8,2,0,0
/impresso/view/269,1,1,1,0,1,0,0
/impresso/view/273,1,1,1,0,3,0,0
/impresso/view/275,1,1,1,5,2,0,0
/impresso/view/279,1,1,1,11,2,0,0
/impresso/view/290,1,1,1,27,2,0,0
/impresso/view/292,1,1,1,11,2,0,0
/impresso/view/297,1,1,1,5,2,0,0
/impresso/view/30,1,1,1,0,3,0,0
/impresso/view/300,1,1,1,10,2,0,0
/impresso/view/311,1,1,1,10,2,0,0
/impresso/view/312,1,1,1,2,2,0,0
/impresso/view/313,1,1,1,3,2,0,0
/impresso/view/314,1,1,1,16,2,0,0
/impresso/view/318,1,1,1,6,2,0,0
/impresso/view/32,1,1,1,10,2,0,0
/impresso/view/328,1,1,1,0,1,0,0
/impresso/view/333/numero-124-125,1,1,1,5,2,0,0
/impresso/view/340,1,1,1,13,2,0,0
/impresso/view/341,1,1,1,15,2,0,0
/impresso/view/342,1,1,1,0,3,0,0
/impresso/view/346,1,1,1,0,1,0,0
/impresso/view/347,1,1,1,0,3,0,0
/impresso/view/353,1,1,1,0,1,0,0
/impresso/view/36,1,1,1,14,2,0,0
/impresso/view/362,1,1,1,2,2,0,0
/impresso/view/367/numero-159,1,1,1,6,2,0,0
/impresso/view/368/numero-160,1,1,1,5,2,0,0
/impresso/view/375/numero-167,1,1,1,0,1,0,0
/impresso/view/41,1,1,1,6,2,0,0
/impresso/view/411/manual-de-orientacoes-2006,1,1,1,16,2,0,0
"/impresso/view/414/maO CFP pela Resolução n.º 007/2003,ual-de-orientacoes-2014",1,1,1,2,2,0,0
/impresso/view/426,1,1,1,0,3,0,0
/impresso/view/452/vol-24-a-potencia-da-psicologia-obstetrica-na-pratica-interdisciplinar,1,1,1,5,2,0,0
/impresso/view/457/dm9sLTMyLW,1,1,1,26,4,0,0
/impresso/view/471/numero-196,1,1,1,15,2,0,0
/impresso/view/476;,1,0,0,0,2,0,0
/impresso/view/480/caderno-de-orientacoes-do-crp-mg-e-crp-sp-sobre-a-atuacao-de-psicologasos-com-mulheresmaes-e-suasseus-filhasos-em-situacao-de-vulnerabilidade-diversas,1,1,1,16,2,0,0
/impresso/view/495/referencias-tecnicas-para-atuacao-de-psicologasos- na-educacao-basica-2,1,1,1,5,4,0,0
/impresso/view/495;,1,1,1,1,3,0,0
/impresso/view/496/referencias-tecnicas-para-atuacao-dasos-psicologasos-em-questoes-relativas-a-terra-2,1,1,1,5,4,0,0
/impresso/view/499/referencias-tecnicas-para-atuacao-de-psicologasos-no--sistema-prisional),1,1,1,5,2,0,0
/impresso/view/501/documento-em-resposta-as-demandas-dasos-psicologasos-da-fundacao-casa,1,1,1,8,2,0,0
/impresso/view/503/referencias-tecnicas-para-atuacao-de'psicologasos-na-gestao-integral-de-riscos-emergencias-e-desastres,1,1,1,9,4,0,0
/impresso/view/507.,1,1,1,2,2,0,0
/impresso/view/508/uso-de-redes-sociais-e-aplicativos-de-mensagens-instantâneas,1,1,1,5,2,0,0
/impresso/view/508/uso-de-redes-sociais-e-aplicativos-de-mensagens-instantâneas.,1,1,1,1,3,0,0
/impresso/view/525.,1,1,1,4,3,0,0
/impresso/view/530/numero-199,1,1,1,10,2,0,0
/impresso/view/533/manual-da-psicologia-e-direitos-humanos-2,1,1,1,6,2,0,0
/impresso/view/537/caderno-de-deliberacoes-do-xi-corep,1,1,1,7,2,0,0
/impresso/view/546/materia-na-folha-com-participacao-de-representante-do-crp-sp,1,1,1,12,2,0,0
/impresso/view/556,1,1,1,2,2,0,0
/impresso/view/556/atendimento-psicologico-on-line-3,1,1,1,5,2,0,0
/impresso/view/56/vol-14-contra-o-genocidio-da-populacao-negra-subsidios-tecnicos-e-teoricos-para-psicologia,1,1,1,60,2,0,0
/impresso/view/58/vol-16-psicologia-e-seguranca-publica,1,1,1,9,3,0,0
/impresso/view/6,1,1,1,1,2,0,0
/impresso/view/6/numero-5,1,1,1,16,2,0,0
/impresso/view/7/numero-6,1,1,1,6,2,0,0
/impresso/view/71/psicologia-e-mobilidade-o-espaco-publico-como-direito-de-todos,1,1,1,3,2,0,0
/impresso/view/75.,1,1,1,0,3,0,0
/impresso/view/77/na-fronteira-da-psicologia-com-os-saberes-tradicionais-praticas-e-tecnic,1,1,1,0,5,0,0
/impresso/view/79/psicologia-e-politicas-publicas-seminarios-gestao-2013-2016,1,1,1,2,2,0,0
/impresso/view/89,1,1,1,8,4,0,0
/impresso/view/92/vale-cidadania,1,1,1,28,2,0,0
/impresso/view/99/ouvi-falar,1,1,1,0,1,0,0
/impresso/viow/78,1,1,1,0,3,0,0
/noticia/impresso/view/497/referencias-tecnicas-para-atuacao-de-psicologasos-em-politicas-publicas-de-mobilidade-humana-e-transito,1,1,1,1,2,0,0
/noticia/impresso/view/568,1,1,1,2,2,0,0
/noticia/impresso/view/573,1,1,1,5,2,0,0
/noticia/uploads/impresso/101/71PFBBgf9yJBWpDdUjvKfbMGNI95-DIS.pdf,1,1,1,1,2,0,0
/noticia/uploads/impresso/110/RLAg_HX8E6bm0fVjb2gpqCkreIBkTy0W.pdf,1,1,1,4,2,0,0
/noticia/uploads/impresso/271954/GeZptCTPA0Z_WyBJa90ybrTkteHCpGtm.pdf,1,1,1,2,2,0,0
/noticia/uploads/impresso/2784/qjDeQ-X9wmaG8rlOX0LGkwkAvuO8XQAd.pdf,1,1,1,16,2,0,0
/noticia/uploads/impresso/278644/4QKFFpKGsgYFjcf-PDmn_YlxGJpLWJvZ.pdf,1,1,1,3,2,0,0
/noticia/uploads/impresso/282383/-1qSOtY369iEwQJbXXdxUesZS2YRbXLw.pdf,1,1,1,1,2,0,0
/upl oads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr.pdf,1,1,1,0,3,0,0
/uploa-ds/impresso/478/fpGszk9T]_7X]P7FYLQy38]MPVrD4azE.pdf,1,1,1,2,2,0,0
/uploads/impresso/.pdf,1,1,1,2,4,0,0
/uploads/impresso/107/ima5IVLKnMSn0R6Gfd-Y3HQrYs06ddZ.pdf,1,1,1,18,2,0,0
/uploads/impresso/107/ima5IVLKnMSn0R6iGfd Y3HQrYs06ddZ.pdf,1,1,1,8,4,0,0
/uploads/impresso/109/tUXPJaZA6L1Lnm4OB6uAMkf4CJpeSOR3,1,1,1,0,3,0,0
/uploads/impresso/110/RLA_HX8Ebm0fvjb2gpqCkreIBkTy0W.pdf.,1,1,1,6,4,0,0
/uploads/impresso/110/RLAg_HX8E6bm0fVjb2gpqCkrelBKTYOW.pdf,1,1,1,0,3,0,0
/uploads/impresso/110/RLAg_HX8E6bm0fVjb2gpqCkrelBkTyOW.pdf,1,1,1,0,3,0,0
/uploads/impresso/110/RLAg_HX8E6bm0fVjb2gpqCkrelBkTyOW.pdf.,1,1,1,0,3,0,0
/uploads/impresso/115/kZ91wMNFnX_0WpnVC6Jj8wgdTFmBuO0J.pdf,1,1,1,5,4,0,0
/uploads/impresso/1426/Vma120roZYDQ7c_y2I3kzW1sPgXv-v03.pdfhttps://www.crpsp.org/uploads/impresso/1426/Vma120roZYDQ7c_y2I3kzW1sPgXv-v03.pdf,1,1,1,0,3,0,0
/uploads/impresso/151354/FH2IUzL22TKes3u1VuYhpEsWHY4VM,1,1,1,28,2,0,0
/uploads/impresso/1616/ICTGRaUjM3wFS…,1,1,1,0,3,0,0
/uploads/impresso/1650/jVoSvozW9znlDNP49UpfROzanhryWkKi.pdf),1,1,1,3,2,0,0
/uploads/impresso/165929/LYVwOwBtNRI9Q7kXONUVzy,1,1,1,5,4,0,0
/uploads/impresso/165929/LYVwOwBtNRl9Q7kXONUVzyKxyHTzTz1s.,1,1,1,4,3,0,0
/uploads/impresso/165936/ROiIk,1,1,1,1,4,0,0
/uploads/impresso/165943/uT0atpFoSyKuTCdgiHeV9ec_YOaCXEq,1,1,1,0,3,0,0
/uploads/impresso/165945/TxpH_wt7mgn3-1Sqw4696QlEzbPZ0-,1,1,1,3,2,0,0
/uploads/impresso/165962/CIjfaMOINAspm,1,1,1,2,3,0,0
/uploads/impresso/165968/RhXXLGT4B67xW-,1,1,1,3,4,0,0
/uploads/impresso/165968/RhXXLGT4B67xW- ubJ2Cwcx_93sVAlpIe.pdf,1,1,1,5,4,0,0
/uploads/impresso/165977/WKD9E900nmlBfi,1,1,1,35,2,0,0
/uploads/impresso/1662/kcuKuULEQ9GkztFS56n5V74TU12-h91u.pdf﻿,1,1,1,7,2,0,0
/uploads/impresso/1670/rX0K0vcykcx9jpyPsgt7CKZd-ZMlRWbY.pdf﻿,1,1,1,2,2,0,0
/uploads/impresso/197/HBzJ8nlQiOSn7Aljq-J_23jMGwzrLJaI.,1,1,1,1,4,0,0
/uploads/impresso/197/HBzJ8nlQiOSn7Aljq-J_23jMGwzrLJal.pdf,1,1,1,26,4,0,0
/uploads/impresso/209/4J7R89QqurliNWFbmtpxuG2rzJal.pdf,1,1,1,0,3,0,0
/uploads/impresso/232353/q51_gZgfm7FAU3yQfDNV75XEzD4hGM7H.pd,1,1,1,18,3,0,0
/uploads/impresso/2493/uPeYNEH4PE4ZixoO-0riLTCGdaM3,1,1,1,2,4,0,0
/uploads/impresso/2493/uPeYNEH4PE4ZixoO-0riLTCGdaM3ZAkF.pdf>. Acesso em: 31.01.2022.,1,1,1,24,4,0,0
/uploads/impresso/2493/uPeYNEH4PE4ZixoO0riLTCGdaM3ZAkF.pdf,1,1,1,0,3,0,0
/uploads/impresso/270 2/bZ4WDrfI5K4mtiP6Bfg09xQnm0vzLA6b.pdf,1,1,1,4,4,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr,1,1,1,0,3,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr. pdf,1,1,1,4,2,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr.pdf),1,1,1,3,3,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr.pdf>,1,1,1,0,3,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNjciVBD6yAr.pdf,1,1,1,4,4,0,0
/uploads/impresso/272630/ZJKigtArL48ichNIhQwjkxUCikg,1,1,1,4,4,0,0
/uploads/impresso/2784/qjDeQ-X9wmaG8rlOX0LGkwkAvuO8XQAd.pdf),1,1,1,3,3,0,0
/uploads/impresso/280889/qZoCK68ahOFrCxByujc_ukHoaEA_Mf_j.,1,1,1,0,1,0,0
/uploads/impresso/280889/qZoCK68ahOFrCxByujc_ukHoaEA_Mf_j. pdf 10/03 Legislaçã,1,1,1,3,4,0,0
/uploads/impresso/280890/OhvhHBXoPNPvCnn9ErN25PtXVu3oK7Zh.pdf.,1,1,1,21,4,0,0
/uploads/impresso/282378/UBQJzf-nninc85LuGdRa6Z_7PZxlGkHU.pd,1,1,1,2,4,0,0
/uploads/impresso/282382/TSoANCMuC-oGRJXfybC0Q-UKENo0A1cV.pdf.,1,1,1,0,1,0,0
/uploads/impresso/2874/VpTRmrqbJk5RzxBHXr9Y5VhGroOYK9m.pdf,1,1,1,0,3,0,0
/uploads/impresso/3134/nCGe213xujdXZMS,1,1,1,130,4,0,0
/uploads/impresso/3172/UMgylxdbQfz9nDzaTUaS2mxPapXMLo19.pdf,1,1,1,8,4,0,0
/uploads/impresso/3174/nCGe2I...,1,1,1,12,4,0,0
/uploads/impresso/3174/nCGe2I3xuJdXZMSpfDJ3fw8tUeFEv8N B.pdf,1,1,1,3,2,0,0
/uploads/impresso/3174/nCGe2I3xuJdXZMSpfDJ3fw8tUeFEv8NB.pdf),1,1,1,8,2,0,0
/uploads/impresso/3174/nCGe2I3xuJdXZMSpfDJ3fw8tUeFEv8NBp,1,1,1,1,2,0,0
/uploads/impresso/3176/de0FCDevVHoUORldWnAyHgSuPvXE5HWv.pdf),1,1,1,6,2,0,0
/uploads/impresso/3178/Oyi1XKw9FEAVUPxnjpehGj8I,1,1,1,92,2,0,0
/uploads/impresso/3178/Oyi1XKw9FEAVUPxnjpehGj8j,1,1,1,3,2,0,0
